"ID";"Symbol";"MeanExpression";"Metagene";"Chromosome";"Description"
"ENSDARG00000088915";"";4,00264917459337;"37 x 11";"4 NA";"si:ch211-241n15.3 [Source:ZFIN;Acc:ZDB-GENE-110913-169]"
"ENSDARG00000090751";"zc3h3";7,84960348584777;"37 x 11";"6 NA";"zinc finger CCCH-type containing 3 [Source:ZFIN;Acc:ZDB-GENE-030131-9399]"
"ENSDARG00000091531";"carm1l";4,32049899228;"37 x 11";"10 NA";"coactivator-associated arginine methyltransferase 1, like [Source:ZFIN;Acc:ZDB-GENE-090312-219]"
"ENSDARG00000094774";"";3,49934681134558;"37 x 11";"9 NA";""
"ENSDARG00000095696";"si:dkey-240n22.1";4,47551950642786;"37 x 11";"4 NA";"transient receptor potential cation channel, subfamily M, member 2 [Source:ZFIN;Acc:ZDB-GENE-061214-4]"
"ENSDARG00000096915";"";1,76659058465115;"37 x 11";"25 NA";"si:ch211-107e6.6 [Source:ZFIN;Acc:ZDB-GENE-131121-501]"
"ENSDARG00000098607";"";4,39956308838047;"37 x 11";"4 NA";""
"ENSDARG00000101979";"eps8l3a";4,81935219965553;"37 x 11";"22 NA";"EPS8-like 3a [Source:ZFIN;Acc:ZDB-GENE-091204-460]"
"ENSDARG00000104146";"";4,66680702522237;"37 x 11";"4 NA";""
"ENSDARG00000105801";"zgc:171727";7,60903760659608;"37 x 11";"4 NA";""
"ENSDARG00000021398";"mul1a";7,06763768849003;"38 x 11";"2 NA";"mitochondrial E3 ubiquitin protein ligase 1a [Source:ZFIN;Acc:ZDB-GENE-050102-5]"
"ENSDARG00000028192";"cradd";3,63456100307982;"38 x 11";"4 NA";"CASP2 and RIPK1 domain containing adaptor with death domain [Source:ZFIN;Acc:ZDB-GENE-041010-168]"
"ENSDARG00000042159";"LOC559859";4,21709940671718;"38 x 11";"8 NA";"Rieske Fe-S domain containing [Source:HGNC Symbol;Acc:HGNC:29587]"
"ENSDARG00000042590";"rbm19";8,3858914419941;"38 x 11";"6 NA";"RNA binding motif protein 19 [Source:ZFIN;Acc:ZDB-GENE-031125-3]"
"ENSDARG00000056794";"zgc:110197";3,87907619121365;"38 x 11";"13 NA";"zgc:110197 [Source:ZFIN;Acc:ZDB-GENE-050417-368]"
"ENSDARG00000074009";"znf1059";6,17390824004715;"38 x 11";"4 NA";"zinc finger protein 1059 [Source:ZFIN;Acc:ZDB-GENE-030131-8437]"
"ENSDARG00000075284";"";3,77141966304035;"38 x 11";"9 NA";"KAT8 regulatory NSL complex subunit 1-like [Source:ZFIN;Acc:ZDB-GENE-081104-473]"
"ENSDARG00000083266";"";3,42650125630223;"38 x 11";"11 NA";"Small nucleolar SNORD12/SNORD106 [Source:RFAM;Acc:RF00581]"
"ENSDARG00000086351";"";1,9809530327649;"38 x 11";"1 NA";"Small nucleolar RNA SNORD60 [Source:RFAM;Acc:RF00271]"
"ENSDARG00000090699";"";3,51823606063909;"38 x 11";"2 NA";"NOD-like receptor family B, member 5 [Source:ZFIN;Acc:ZDB-GENE-081015-5]"
"ENSDARG00000091402";"eif2b1";8,04234034307012;"38 x 11";"5 NA";"eukaryotic translation initiation factor 2B, subunit 1 alpha [Source:ZFIN;Acc:ZDB-GENE-040625-25]"
"ENSDARG00000092739";"";3,67623658765202;"38 x 11";"5 NA";""
"ENSDARG00000097871";"si:ch1073-145m9.1";3,31460878669868;"38 x 11";"15 NA";"si:ch1073-145m9.1 [Source:ZFIN;Acc:ZDB-GENE-131127-570]"
"ENSDARG00000098144";"";3,31154477967473;"38 x 11";"4 NA";"si:dkey-285e18.6 [Source:ZFIN;Acc:ZDB-GENE-120709-86]"
"ENSDARG00000101056";"";3,60265212427724;"38 x 11";"21 NA";""
"ENSDARG00000101213";"";3,98367223450494;"38 x 11";"4 NA";""
"ENSDARG00000102835";"";4,35274457794691;"38 x 11";"4 NA";""
"ENSDARG00000013881";"pi4k2b";7,78647226505501;"39 x 11";"1 NA";"phosphatidylinositol 4-kinase type 2 beta [Source:ZFIN;Acc:ZDB-GENE-070112-990]"
"ENSDARG00000020834";"si:dkey-230p4.1";7,55770039104728;"39 x 11";"9 NA";"si:dkey-230p4.1 [Source:ZFIN;Acc:ZDB-GENE-081104-380]"
"ENSDARG00000023768";"mfsd4aa";4,26420123830907;"39 x 11";"11 NA";"major facilitator superfamily domain containing 4Aa [Source:ZFIN;Acc:ZDB-GENE-040426-1643]"
"ENSDARG00000041117";"wnt2";3,93794745045798;"39 x 11";"18 NA";"wingless-type MMTV integration site family member 2 [Source:ZFIN;Acc:ZDB-GENE-980526-416]"
"ENSDARG00000043740";"efcab11";4,49071791485824;"39 x 11";"17 NA";"EF-hand calcium binding domain 11 [Source:ZFIN;Acc:ZDB-GENE-050417-348]"
"ENSDARG00000055523";"slc22a6l";3,7770881640131;"39 x 11";"21 NA";"solute carrier family 22 (organic anion transporter), member 6, like [Source:ZFIN;Acc:ZDB-GENE-040426-2249]"
"ENSDARG00000090686";"slc35f2l";2,63869924309972;"39 x 11";"15 NA";"info solute carrier family 35, member F2, like [Source:ZFIN;Acc:ZDB-GENE-130530-1004]"
"ENSDARG00000097091";"";4,78423220376259;"39 x 11";"4 NA";"si:dkey-7j22.2 [Source:ZFIN;Acc:ZDB-GENE-131122-92]"
"ENSDARG00000097992";"";3,99470079402361;"39 x 11";"8 NA";""
"ENSDARG00000099160";"";4,56307163122115;"39 x 11";"5 NA";""
"ENSDARG00000100021";"hrasls";2,8138427786487;"39 x 11";"11 NA";"HRAS-like suppressor [Source:ZFIN;Acc:ZDB-GENE-040718-330]"
"ENSDARG00000102968";"cnga5";2,65691118024531;"39 x 11";"14 NA";"cyclic nucleotide gated channel alpha 5 [Source:ZFIN;Acc:ZDB-GENE-061005-1]"
"ENSDARG00000103473";"";2,95985317518303;"39 x 11";"4 NA";""
"ENSDARG00000105039";"phka1b";3,29879291629916;"39 x 11";"21 NA";"phosphorylase kinase, alpha 1b (muscle) [Source:ZFIN;Acc:ZDB-GENE-091204-81]"
"ENSDARG00000105061";"si:ch73-261i21.5";3,30764308252533;"39 x 11";"10 NA";"si:ch73-261i21.5 [Source:ZFIN;Acc:ZDB-GENE-110411-258]"
"ENSDARG00000002533";"adora2b";5,55173934372502;"40 x 11";"5 NA";"adenosine A2b receptor [Source:ZFIN;Acc:ZDB-GENE-060511-1]"
"ENSDARG00000016095";"htr6";4,33836551061562;"40 x 11";"23 NA";"5-hydroxytryptamine (serotonin) receptor 6 [Source:ZFIN;Acc:ZDB-GENE-030131-7839]"
"ENSDARG00000023927";"dnajc24";5,14362158891925;"40 x 11";"25 NA";"DnaJ (Hsp40) homolog, subfamily C, member 24 [Source:ZFIN;Acc:ZDB-GENE-040426-1153]"
"ENSDARG00000036059";"tmppe";5,91621576978492;"40 x 11";"7 NA";"transmembrane protein with metallophosphoesterase domain [Source:ZFIN;Acc:ZDB-GENE-061013-104]"
"ENSDARG00000037190";"ftr63";3,1609966006578;"40 x 11";"20 NA";""
"ENSDARG00000043307";"srd5a3";3,907328450776;"40 x 11";"20 NA";"steroid 5 alpha-reductase 3 [Source:ZFIN;Acc:ZDB-GENE-030131-7915]"
"ENSDARG00000043587";"srd5a2a";3,88148968874573;"40 x 11";"1 NA";"steroid-5-alpha-reductase, alpha polypeptide 2a [Source:ZFIN;Acc:ZDB-GENE-050417-199]"
"ENSDARG00000044513";"tpst1l";7,81977621880264;"40 x 11";"21 NA";"tyrosylprotein sulfotransferase 1, like [Source:ZFIN;Acc:ZDB-GENE-040316-1]"
"ENSDARG00000045851";"galnt8b.1";2,96389996156906;"40 x 11";"4 NA";"polypeptide N-acetylgalactosaminyltransferase 8b, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-041210-83]"
"ENSDARG00000057927";"rps6ka3b";7,62419242379591;"40 x 11";"24 NA";"ribosomal protein S6 kinase, polypeptide 3b [Source:ZFIN;Acc:ZDB-GENE-070209-74]"
"ENSDARG00000060707";"pex11a";4,14391942437496;"40 x 11";"18 NA";"peroxisomal biogenesis factor 11 alpha [Source:ZFIN;Acc:ZDB-GENE-050419-121]"
"ENSDARG00000067918";"elp5";6,6619737593301;"40 x 11";"7 NA";"elongator acetyltransferase complex subunit 5 [Source:ZFIN;Acc:ZDB-GENE-061215-33]"
"ENSDARG00000069251";"";3,62015056066637;"40 x 11";"20 NA";"si:dkeyp-50f7.2 [Source:ZFIN;Acc:ZDB-GENE-030131-5968]"
"ENSDARG00000070914";"dusp6";11,7637073038194;"40 x 11";"25 NA";"dual specificity phosphatase 6 [Source:ZFIN;Acc:ZDB-GENE-030613-1]"
"ENSDARG00000071384";"slc7a11";4,68986176399783;"40 x 11";"14 NA";"solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11 [Source:ZFIN;Acc:ZDB-GENE-150416-1]"
"ENSDARG00000071439";"si:dkey-121a9.3";3,81007633493276;"40 x 11";"22 NA";"si:dkey-121a9.3 [Source:ZFIN;Acc:ZDB-GENE-050208-426]"
"ENSDARG00000071819";"";4,94465729912378;"40 x 11";"22 NA";"zinc finger protein 1180 [Source:ZFIN;Acc:ZDB-GENE-050420-147]"
"ENSDARG00000074904";"si:ch211-253b8.5";4,53848454309633;"40 x 11";"11 NA";"si:ch211-253b8.5 [Source:ZFIN;Acc:ZDB-GENE-141212-327]"
"ENSDARG00000075022";"";4,02867336870961;"40 x 11";"12 NA";"si:ch211-93e11.8 [Source:ZFIN;Acc:ZDB-GENE-121214-283]"
"ENSDARG00000077589";"";3,73796197771949;"40 x 11";"23 NA";""
"ENSDARG00000078824";"si:ch211-66e2.3";2,91448364819952;"40 x 11";"3 NA";"si:ch211-66e2.3 [Source:ZFIN;Acc:ZDB-GENE-080226-7]"
"ENSDARG00000087319";"cecr6";4,43985764028031;"40 x 11";"4 NA";"cat eye syndrome chromosome region, candidate 6 [Source:ZFIN;Acc:ZDB-GENE-070705-241]"
"ENSDARG00000088831";"si:dkey-81j8.6";3,64903719880386;"40 x 11";"10 NA";"si:dkey-81j8.6 [Source:ZFIN;Acc:ZDB-GENE-091116-12]"
"ENSDARG00000089507";"ugt1b5";5,93695322773053;"40 x 11";"11 NA";"UDP glucuronosyltransferase 1 family, polypeptide B5 [Source:ZFIN;Acc:ZDB-GENE-080227-14]"
"ENSDARG00000089715";"si:cabz01054394.7";4,3443115251813;"40 x 11";"4 NA";"si:cabz01054394.7 [Source:ZFIN;Acc:ZDB-GENE-161017-111]"
"ENSDARG00000089833";"asb13b";4,3170306864852;"40 x 11";"8 NA";"ankyrin repeat and SOCS box containing 13b [Source:ZFIN;Acc:ZDB-GENE-091118-116]"
"ENSDARG00000089837";"slc35d2";3,9582652384275;"40 x 11";"8 NA";"solute carrier family 35 (UDP-GlcNAc/UDP-glucose transporter), member D2 [Source:ZFIN;Acc:ZDB-GENE-080125-1]"
"ENSDARG00000091933";"";3,78751749204249;"40 x 11";"16 NA";""
"ENSDARG00000094081";"";3,73758424705629;"40 x 11";"2 NA";""
"ENSDARG00000094387";"";5,52460350494299;"40 x 11";"9 NA";"si:dkeyp-30e7.2 [Source:ZFIN;Acc:ZDB-GENE-081104-498]"
"ENSDARG00000094448";"";3,89480382923117;"40 x 11";"3 NA";""
"ENSDARG00000095782";"";2,53120852716274;"40 x 11";"22 NA";""
"ENSDARG00000097169";"si:ch73-330k17.3";3,92923290822024;"40 x 11";"25 NA";"si:ch73-330k17.3 [Source:ZFIN;Acc:ZDB-GENE-131121-190]"
"ENSDARG00000100832";"";3,74530283277325;"40 x 11";"15 NA";""
"ENSDARG00000101071";"";5,36553238382916;"40 x 11";"4 NA";"si:dkeyp-80d11.14 [Source:ZFIN;Acc:ZDB-GENE-110914-120]"
"ENSDARG00000101717";"sox17";2,67805427556712;"40 x 11";"7 NA";"SRY (sex determining region Y)-box 17 [Source:ZFIN;Acc:ZDB-GENE-991213-1]"
"ENSDARG00000101938";"LOC108182119";4,65258465674927;"40 x 11";"KN149696.1 NA";""
"ENSDARG00000102290";"";4,63295809732402;"40 x 11";"4 NA";""
"ENSDARG00000102318";"il6";3,3329128860447;"40 x 11";"19 NA";"interleukin 6 (interferon, beta 2) [Source:ZFIN;Acc:ZDB-GENE-120509-1]"
"ENSDARG00000102331";"";5,64509003583196;"40 x 11";"KN150208.1 NA";""
"ENSDARG00000103142";"c5h9orf69";4,44093860653862;"40 x 11";"5 NA";"transmembrane protein 250 [Source:ZFIN;Acc:ZDB-GENE-170420-2]"
"ENSDARG00000104560";"";4,81990873253215;"40 x 11";"10 NA";""
"ENSDARG00000104704";"";5,75123871283058;"40 x 11";"4 NA";"si:ch211-271g18.1 [Source:ZFIN;Acc:ZDB-GENE-081103-38]"
"ENSDARG00000105395";"";3,8428721813969;"40 x 11";"13 NA";""
"ENSDARG00000105562";"si:dkey-23i12.7";4,02099561432215;"40 x 11";"7 NA";"si:dkey-23i12.7 [Source:ZFIN;Acc:ZDB-GENE-160728-52]"
"ENSDARG00000002071";"adss";6,5355795870786;"1 x 12";"13 NA";"adenylosuccinate synthase [Source:ZFIN;Acc:ZDB-GENE-050417-337]"
"ENSDARG00000002656";"stxbp5a";8,07816704422557;"1 x 12";"20 NA";"syntaxin binding protein 5a (tomosyn) [Source:ZFIN;Acc:ZDB-GENE-041001-161]"
"ENSDARG00000006025";"tp53i11b";7,03878158696358;"1 x 12";"18 NA";"tumor protein p53 inducible protein 11b [Source:ZFIN;Acc:ZDB-GENE-030131-6328]"
"ENSDARG00000012138";"sgce";8,4933232652272;"1 x 12";"19 NA";"sarcoglycan, epsilon [Source:ZFIN;Acc:ZDB-GENE-030724-1]"
"ENSDARG00000013561";"pgm1";8,63102973124312;"1 x 12";"6 NA";"phosphoglucomutase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1245]"
"ENSDARG00000014866";"hprt1l";7,88272624592883;"1 x 12";"25 NA";"hypoxanthine phosphoribosyltransferase 1, like [Source:ZFIN;Acc:ZDB-GENE-040625-17]"
"ENSDARG00000024694";"myo1b";11,0636928803806;"1 x 12";"9 NA";"myosin IB [Source:ZFIN;Acc:ZDB-GENE-030131-695]"
"ENSDARG00000037607";"nol4lb";8,45621293614601;"1 x 12";"23 NA";"nucleolar protein 4-like b [Source:ZFIN;Acc:ZDB-GENE-070112-1702]"
"ENSDARG00000038716";"";5,88741352438848;"1 x 12";"2 NA";"calsequestrin 1a [Source:ZFIN;Acc:ZDB-GENE-040801-139]"
"ENSDARG00000038858";"setd7";7,22893416945617;"1 x 12";"14 NA";"SET domain containing (lysine methyltransferase) 7 [Source:ZFIN;Acc:ZDB-GENE-040718-156]"
"ENSDARG00000044605";"stx12l";7,46390254430757;"1 x 12";"16 NA";"syntaxin 12, like [Source:ZFIN;Acc:ZDB-GENE-110715-1]"
"ENSDARG00000045910";"tmem181";8,05936350503673;"1 x 12";"4 NA";"transmembrane protein 181 [Source:ZFIN;Acc:ZDB-GENE-060503-309]"
"ENSDARG00000052702";"capn1a";8,51103172117427;"1 x 12";"13 NA";"calpain 1, (mu/I) large subunit a [Source:ZFIN;Acc:ZDB-GENE-040426-1263]"
"ENSDARG00000054771";"ghra";7,21914185481749;"1 x 12";"8 NA";"growth hormone receptor a [Source:ZFIN;Acc:ZDB-GENE-070509-1]"
"ENSDARG00000055514";"icn2";4,9419843621501;"1 x 12";"16 NA";"ictacalcin 2 [Source:ZFIN;Acc:ZDB-GENE-070822-9]"
"ENSDARG00000055876";"msmo1";5,93252742103939;"1 x 12";"1 NA";"methylsterol monooxygenase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2670]"
"ENSDARG00000056121";"serac1";6,90882666546014;"1 x 12";"20 NA";"serine active site containing 1 [Source:ZFIN;Acc:ZDB-GENE-040616-1]"
"ENSDARG00000058771";"nav1b";10,2386139046559;"1 x 12";"6 NA";"neuron navigator 1b [Source:ZFIN;Acc:ZDB-GENE-120215-84]"
"ENSDARG00000060165";"dnah7";6,17652188634101;"1 x 12";"9 NA";"dynein, axonemal, heavy chain 7 [Source:ZFIN;Acc:ZDB-GENE-070912-282]"
"ENSDARG00000068621";"si:ch211-181d7.3";7,51208475557029;"1 x 12";"15 NA";"si:ch211-181d7.3 [Source:ZFIN;Acc:ZDB-GENE-121214-30]"
"ENSDARG00000077967";"si:ch211-140m22.7";8,38967920838633;"1 x 12";"9 NA";"si:ch211-140m22.7 [Source:ZFIN;Acc:ZDB-GENE-070912-73]"
"ENSDARG00000091293";"";11,085557941913;"1 x 12";"18 NA";"Dmx-like 2 [Source:ZFIN;Acc:ZDB-GENE-031007-6]"
"ENSDARG00000099511";"";6,68744366315599;"1 x 12";"22 NA";""
"ENSDARG00000099962";"";6,88212493418798;"1 x 12";"7 NA";"PH domain and leucine rich repeat protein phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:29149]"
"ENSDARG00000100422";"ptpro";11,3768495939987;"1 x 12";"4 NA";"protein tyrosine phosphatase, receptor type, O [Source:ZFIN;Acc:ZDB-GENE-070424-54]"
"ENSDARG00000102364";"si:dkey-202l22.6";5,67035426960552;"1 x 12";"15 NA";"si:dkey-202l22.6 [Source:ZFIN;Acc:ZDB-GENE-131121-181]"
"ENSDARG00000104820";"psd3l";10,1776423862059;"1 x 12";"10 NA";"pleckstrin and Sec7 domain containing 3, like [Source:ZFIN;Acc:ZDB-GENE-030131-8195]"
"ENSDARG00000003008";"prkcea";9,94274682636975;"2 x 12";"12 NA";"protein kinase C, epsilon a [Source:ZFIN;Acc:ZDB-GENE-030131-8191]"
"ENSDARG00000007480";"rpe65a";6,09403692495975;"2 x 12";"2 NA";"retinal pigment epithelium-specific protein 65a [Source:ZFIN;Acc:ZDB-GENE-040426-1717]"
"ENSDARG00000015290";"sacm1la";7,8591449174174;"2 x 12";"19 NA";"SAC1 like phosphatidylinositide phosphatase a [Source:ZFIN;Acc:ZDB-GENE-060503-122]"
"ENSDARG00000016128";"ap3m2";8,58262971234404;"2 x 12";"5 NA";"adaptor-related protein complex 3, mu 2 subunit [Source:ZFIN;Acc:ZDB-GENE-021022-2]"
"ENSDARG00000023583";"coq9";6,60219855720189;"2 x 12";"25 NA";"coenzyme Q9 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-061207-37]"
"ENSDARG00000035470";"sh3glb2b";8,87389071274063;"2 x 12";"5 NA";"SH3-domain GRB2-like endophilin B2b [Source:ZFIN;Acc:ZDB-GENE-040426-833]"
"ENSDARG00000036985";"";9,60062207432212;"2 x 12";"25 NA";"plexin b2b [Source:ZFIN;Acc:ZDB-GENE-080902-1]"
"ENSDARG00000044968";"vcla";7,67619538584026;"2 x 12";"13 NA";"vinculin a [Source:ZFIN;Acc:ZDB-GENE-050506-61]"
"ENSDARG00000045331";"pkp4";9,09597297783576;"2 x 12";"6 NA";"plakophilin 4 [Source:ZFIN;Acc:ZDB-GENE-120411-14]"
"ENSDARG00000045420";"epdr1";6,55460408739489;"2 x 12";"2 NA";"ependymin related 1 [Source:ZFIN;Acc:ZDB-GENE-040718-113]"
"ENSDARG00000068208";"def8";8,50270908445206;"2 x 12";"18 NA";"differentially expressed in FDCP 8 homolog (mouse) [Source:ZFIN;Acc:ZDB-GENE-041114-96]"
"ENSDARG00000070360";"fam212aa";8,28477048456554;"2 x 12";"11 NA";"family with sequence similarity 212, member Aa [Source:ZFIN;Acc:ZDB-GENE-060512-186]"
"ENSDARG00000002634";"b4galt1";6,27235791240322;"3 x 12";"1 NA";"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-050417-236]"
"ENSDARG00000016074";"cryz";5,53301040984077;"3 x 12";"2 NA";"crystallin, zeta (quinone reductase) [Source:ZFIN;Acc:ZDB-GENE-050306-24]"
"ENSDARG00000022315";"atp6v1g1";9,4073327626045;"3 x 12";"5 NA";"ATPase, H+ transporting, lysosomal, V1 subunit G1 [Source:ZFIN;Acc:ZDB-GENE-030131-6965]"
"ENSDARG00000033364";"mgst3b";8,32084150569941;"3 x 12";"13 NA";"microsomal glutathione S-transferase 3b [Source:ZFIN;Acc:ZDB-GENE-061215-48]"
"ENSDARG00000039997";"ptp4a3";9,49688408173086;"3 x 12";"19 NA";"protein tyrosine phosphatase type IVA, member 3 [Source:ZFIN;Acc:ZDB-GENE-040426-2220]"
"ENSDARG00000042975";"auh";6,86963310248397;"3 x 12";"10 NA";"AU RNA binding protein/enoyl-CoA hydratase [Source:ZFIN;Acc:ZDB-GENE-040801-95]"
"ENSDARG00000043371";"mdh2";10,0177698639767;"3 x 12";"10 NA";"malate dehydrogenase 2, NAD (mitochondrial) [Source:ZFIN;Acc:ZDB-GENE-040426-2143]"
"ENSDARG00000044098";"egr2a";5,93867360276771;"3 x 12";"17 NA";"early growth response 2a [Source:ZFIN;Acc:ZDB-GENE-030723-6]"
"ENSDARG00000044751";"ddt";7,51111673573459;"3 x 12";"21 NA";"D-dopachrome tautomerase [Source:ZFIN;Acc:ZDB-GENE-040625-160]"
"ENSDARG00000045543";"atp6v1f";8,10706709487147;"3 x 12";"4 NA";"ATPase, H+ transporting, lysosomal, V1 subunit F [Source:ZFIN;Acc:ZDB-GENE-040718-259]"
"ENSDARG00000056394";"LOC100535615";8,70900285518318;"3 x 12";"3 NA";"target of myb1 like 2 membrane trafficking protein  [Source:RefSeq peptide;Acc:NP_001338606]"
"ENSDARG00000071203";"sptssa";6,22379060410071;"3 x 12";"17 NA";"serine palmitoyltransferase, small subunit A [Source:ZFIN;Acc:ZDB-GENE-050320-26]"
"ENSDARG00000075132";"fh";10,3029702540127;"3 x 12";"12 NA";"fumarate hydratase [Source:ZFIN;Acc:ZDB-GENE-010724-6]"
"ENSDARG00000087318";"";4,42207369517607;"3 x 12";"7 NA";"jacalin 10 [Source:ZFIN;Acc:ZDB-GENE-071004-126]"
"ENSDARG00000091042";"sacs";9,57002782498214;"3 x 12";"15 NA";"sacsin molecular chaperone [Source:ZFIN;Acc:ZDB-GENE-110411-146]"
"ENSDARG00000094210";"zgc:109934";10,7631859699235;"3 x 12";"3 NA";"zgc:109934 [Source:ZFIN;Acc:ZDB-GENE-050522-428]"
"ENSDARG00000098288";"tax1bp1a";7,3123216227829;"3 x 12";"19 NA";"Tax1 (human T-cell leukemia virus type I) binding protein 1a [Source:ZFIN;Acc:ZDB-GENE-060503-587]"
"ENSDARG00000099547";"nbeal1";11,029644401866;"3 x 12";"6 NA";"neurobeachin-like 1 [Source:ZFIN;Acc:ZDB-GENE-130530-544]"
"ENSDARG00000101127";"map1lc3b";10,9609904087652;"3 x 12";"25 NA";"microtubule-associated protein 1 light chain 3 beta [Source:ZFIN;Acc:ZDB-GENE-030131-1145]"
"ENSDARG00000103811";"agla";9,50818193101832;"3 x 12";"2 NA";"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase a [Source:ZFIN;Acc:ZDB-GENE-071004-6]"
"ENSDARG00000005713";"ethe1";5,74711832597733;"4 x 12";"16 NA";"ethylmalonic encephalopathy 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2503]"
"ENSDARG00000006546";"ak4";8,26871223847572;"4 x 12";"6 NA";"adenylate kinase 4 [Source:ZFIN;Acc:ZDB-GENE-040426-2505]"
"ENSDARG00000007818";"palm1b";9,97075922495375;"4 x 12";"2 NA";"paralemmin 1b [Source:ZFIN;Acc:ZDB-GENE-040426-1147]"
"ENSDARG00000009250";"etfb";9,63812854093579;"4 x 12";"16 NA";"electron-transfer-flavoprotein, beta polypeptide [Source:ZFIN;Acc:ZDB-GENE-040426-1931]"
"ENSDARG00000017388";"gstt1b";7,11343274154649;"4 x 12";"21 NA";"glutathione S-transferase theta 1b [Source:ZFIN;Acc:ZDB-GENE-040426-1491]"
"ENSDARG00000018485";"cyp2v1";7,23168546513819;"4 x 12";"20 NA";"cytochrome P450, family 2, subfamily V, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-040912-139]"
"ENSDARG00000026801";"stau2";10,9066624809851;"4 x 12";"24 NA";"staufen double-stranded RNA binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-040426-687]"
"ENSDARG00000030064";"plekha1a";8,55963246019262;"4 x 12";"17 NA";"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1a [Source:ZFIN;Acc:ZDB-GENE-040426-2780]"
"ENSDARG00000031776";"zgc:92066";11,7766460084137;"4 x 12";"3 NA";"zgc:92066 [Source:ZFIN;Acc:ZDB-GENE-040718-72]"
"ENSDARG00000038064";"chmp3";8,30455566269415;"4 x 12";"17 NA";"charged multivesicular body protein 3 [Source:ZFIN;Acc:ZDB-GENE-040426-2600]"
"ENSDARG00000040002";"pnpla7b";8,92119854932167;"4 x 12";"5 NA";"patatin-like phospholipase domain containing 7b [Source:ZFIN;Acc:ZDB-GENE-050309-66]"
"ENSDARG00000054172";"pgrmc1";9,33782674361063;"4 x 12";"21 NA";"progesterone receptor membrane component 1 [Source:ZFIN;Acc:ZDB-GENE-041114-91]"
"ENSDARG00000063573";"vps41";9,23093622560526;"4 x 12";"24 NA";"vacuolar protein sorting 41 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-030131-6671]"
"ENSDARG00000069928";"prkceb";7,97981440273471;"4 x 12";"13 NA";"protein kinase C, epsilon b [Source:ZFIN;Acc:ZDB-GENE-081028-47]"
"ENSDARG00000070721";"vdrb";9,61628646467844;"4 x 12";"6 NA";"vitamin D receptor b [Source:ZFIN;Acc:ZDB-GENE-080403-10]"
"ENSDARG00000076223";"zgc:92744";8,80657235673543;"4 x 12";"2 NA";"zgc:92744 [Source:ZFIN;Acc:ZDB-GENE-040718-312]"
"ENSDARG00000104413";"rogdi";7,74973458552274;"4 x 12";"3 NA";"rogdi homolog (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-030131-7582]"
"ENSDARG00000005159";"cyth3b";8,47572798305548;"5 x 12";"3 NA";"cytohesin 3b [Source:ZFIN;Acc:ZDB-GENE-130530-529]"
"ENSDARG00000007180";"slc30a4";8,63705361429575;"5 x 12";"18 NA";"solute carrier family 30 (zinc transporter), member 4 [Source:ZFIN;Acc:ZDB-GENE-040426-1408]"
"ENSDARG00000009886";"rnf114";6,57861562022772;"5 x 12";"23 NA";"ring finger protein 114 [Source:ZFIN;Acc:ZDB-GENE-040813-1]"
"ENSDARG00000009950";"edf1";8,32927335347879;"5 x 12";"5 NA";"endothelial differentiation-related factor 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1710]"
"ENSDARG00000024278";"adh8b";8,44683801663396;"5 x 12";"13 NA";"alcohol dehydrogenase 8b [Source:ZFIN;Acc:ZDB-GENE-030529-2]"
"ENSDARG00000027009";"zgc:85777";7,61091378702558;"5 x 12";"19 NA";"zgc:85777 [Source:ZFIN;Acc:ZDB-GENE-040426-2210]"
"ENSDARG00000046143";"prkab1b";8,30717429492826;"5 x 12";"8 NA";"protein kinase, AMP-activated, beta 1 non-catalytic subunit, b [Source:ZFIN;Acc:ZDB-GENE-030131-7172]"
"ENSDARG00000062590";"pleca";12,8733595243988;"5 x 12";"19 NA";"plectin a [Source:ZFIN;Acc:ZDB-GENE-030131-8984]"
"ENSDARG00000076128";"prkar1aa";10,4613622824095;"5 x 12";"3 NA";"protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1) a [Source:ZFIN;Acc:ZDB-GENE-050116-2]"
"ENSDARG00000078186";"tex2";9,75530302260462;"5 x 12";"3 NA";"testis expressed 2 [Source:ZFIN;Acc:ZDB-GENE-070615-7]"
"ENSDARG00000078797";"dennd3a";8,24746490460801;"5 x 12";"19 NA";"DENN/MADD domain containing 3a [Source:ZFIN;Acc:ZDB-GENE-091230-6]"
